Datum,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08803878494053481,0.048531171880918114,0.05921672600560564,0.07086508597833498,0.09006135898795546,0.07924399666691917,0.32143776986591927,0.008743277024467843,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06955306416180593,0.067772138474358,0.04026664646617681,0.031717294144383,0.28434967047950915,0.04768502386182865,0.021976365426861603,0.033526248011514284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08494053480796909,0.1880009090220438,0.28580410574956444,0.3762214983713355,0.3943110370426483,0.35285205666237407,0.3589955306416181,0.3264676918415272,0.19301568063025532,0.08184985985910159,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09493977728959928,0.2700704492083933,0.4653283842133172,0.6140368153927733,0.7254071661237785,0.7760775698810697,0.7541171123399742,0.7001969547761534,0.5796379062192258,0.42252859631846074,0.2467616089690175,0.048590258313764116,0.0,0.0,0.0,0.0,0.0
2005-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.03288993258086509,0.13036891144610258,0.2711612756609348,0.5053102037724415,0.6056132111203697,0.6999848496326035,0.7775926066207106,0.582751306719188,0.34014089841678663,0.4994773123248239,0.39708355427619124,0.18434209529581094,0.09631088553897432,0.01666313158094084,0.0,0.0,0.0,0.0
2005-01-06,0.0,0.0,0.0,0.0,0.0,0.010040148473600486,0.07334217104764791,0.20381031740019698,0.37075221574123174,0.4280584804181502,0.34393606544958716,0.20637072949019014,0.41766532838421333,0.6238997045678358,0.32318763730020456,0.3893417165366261,0.3942580107567609,0.2231573365654117,0.1040072721763503,0.0359215210968866,0.0,0.0,0.0,0.0
2005-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.010749943186122265,0.05370502234679191,0.05580940837815318,0.06486629800772668,0.08669040224225438,0.10243163396712371,0.3574729187182789,0.4910764336035149,0.16798727369138702,0.07747897886523748,0.33977728959927284,0.05511703658813727,0.08460722672524809,0.021711991515794258,0.0,0.0,0.0,0.0
2005-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.01218241042345277,0.17116885084463299,0.27730474964017876,0.4972350579501553,0.6326490417392622,0.6171199151579426,0.5127641845314749,0.6368759942428605,0.5806151049162943,0.47448678130444666,0.3811074918566776,0.20520415120066662,0.08657677448678132,0.026693432315733658,0.0,0.0,0.0,0.0
2005-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13957275963942126,0.3115218544049693,0.4895310961290812,0.6325884402696766,0.7352776304825392,0.7693356563896675,0.7788803878494054,0.6894477691084009,0.5210893114158018,0.2634497386561624,0.17822892205135976,0.052957351715779116,0.0,0.0,0.0,0.0,0.0
2005-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009761381713506552,0.10462086205590487,0.12080902961896826,0.1382092265737444,0.13808044845087494,0.2234300431785471,0.19795470040148475,0.08678887963033104,0.03854935232179381,0.07344746610105295,0.03742595257935005,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06403075524581471,0.06649799257631998,0.11490038633436862,0.02631088553897432,0.034632982349821984,0.02629952276342702,0.06614574653435347,0.017284296644193623,0.021202939171274904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
