PVSYST 7.2.4
;File;File date;Description
Projekt;Madrid_Project.PRJ;03/08/21 17h06;Systemsimulation Anonymisierungsprojekt;
Geografischer Standort;Madrid_PVGIS_SARAH_2005 nach 2016.SIT;03/08/21 17h06;Madrid;Spain;Europe;;
Wetterdaten;Cármenes_PVGIS_SARAH_2005.MET;03/08/21 17h04;Cármenes;PVGIS-SARAH;2005;
Simulationsvariante;Madrid_Project.VC0;03/08/21 17h47;Neue Simulationsvariante;
Simulation date;;03/08/21 17h50

Simulation:;Stundenwerte; von 01/01/05; bis 31/12/05 

Datum;GlobInc;EArray;E_Grid;HSol;AzSol;AngInc;AngProf;T_Amb;WindVel;TExtON;TArray;IArray;UArray;EOutInv
     ;W/m²;kW;kW;°;°;°;°;°C;m/s;°C;°C;A;V;kW

01/01/05 00:10;0;0;-0.012;0;0;90;0;0;0;0;0;0;0;-0.012
01/01/05 01:10;0;0;-0.012;0;0;90;0;2.39;2.2799;0;0;0;0;-0.012
01/01/05 02:10;0;0;-0.012;0;0;90;0;1.9099;2.2799;0;0;0;0;-0.012
01/01/05 03:10;0;0;-0.012;0;0;90;0;1.4298;2.2799;0;0;0;0;-0.012
01/01/05 04:10;0;0;-0.012;0;0;90;0;0.9497;2.2799;0;0;0;0;-0.012
01/01/05 05:10;0;0;-0.012;0;0;90;0;0.6003;2.22;0;0;0;0;-0.012
01/01/05 06:10;0;0;-0.012;0;0;90;0;0.2503;2.1699;0;0;0;0;-0.012
01/01/05 07:10;0;0;-0.012;0;0;90;0;-0.0997;2.11;0;0;0;0;-0.012
01/01/05 08:10;0;0;-0.012;0;0;90;0;0.71;2.05;0;0;0;0;-0.012
01/01/05 09:10;0;0;-0.012;3.9972;-55.239;69.833;6.9874;1.5302;1.9901;0;0;0;0;-0.012
01/01/05 10:10;374.07;109.01;107.53;12.055;-45.359;58.368;16.906;2.3399;1.93;0;15.486;157.99;689.96;107.53
01/01/05 11:10;609.67;175.16;173.05;19.289;-33.117;47.052;22.678;4.7702;1.6;0;26.761;263.06;665.86;173.05
01/01/05 12:10;751.06;210.8;207.96;24.34;-19.251;38.092;25.601;7.2097;1.2801;0;34.594;325.56;647.52;207.96
01/01/05 13:10;840.51;231.2;227.9;26.664;-4.1485;33.458;26.724;9.6499;0.9499;0;40.526;365.14;633.18;227.9
01/01/05 14:10;840.75;230.46;227.18;25.953;11.256;34.922;26.394;10.35;1.3;0;41.228;365.01;631.39;227.18
01/01/05 15:10;772.66;212.71;209.82;22.306;25.872;41.847;24.511;11.06;1.64;0;39.288;334.18;636.5;209.82
01/01/05 16:10;606.98;169.33;167.27;16.17;38.998;52.093;20.46;11.76;1.9901;0;33.685;260.96;648.86;167.27
01/01/05 17:10;394.49;108.95;107.48;8.1228;50.501;64.074;12.647;10.42;2.0699;0;24.048;162.7;669.65;107.48
01/01/05 18:10;0;0;-0.012;1.8054;57.553;72.818;3.3623;9.08;2.15;0;0;0;0;-0.012
01/01/05 19:10;0;0;-0.012;0;0;90;0;7.7499;2.23;0;0;0;0;-0.012
01/01/05 20:10;0;0;-0.012;0;0;90;0;6.3301;2.1699;0;0;0;0;-0.012
01/01/05 21:10;0;0;-0.012;0;0;90;0;4.9102;2.11;0;0;0;0;-0.012
01/01/05 22:10;0;0;-0.012;0;0;90;0;3.4903;2.04;0;0;0;0;-0.012
01/01/05 23:10;0;0;-0.012;0;0;90;0;2.6298;2.15;0;0;0;0;-0.012
02/01/05 00:10;0;0;-0.012;0;0;90;0;1.7798;2.25;0;0;0;0;-0.012
02/01/05 01:10;0;0;-0.012;0;0;90;0;0.9299;2.36;0;0;0;0;-0.012
02/01/05 02:10;0;0;-0.012;0;0;90;0;0.5799;2.32;0;0;0;0;-0.012
02/01/05 03:10;0;0;-0.012;0;0;90;0;0.2298;2.2799;0;0;0;0;-0.012
02/01/05 04:10;0;0;-0.012;0;0;90;0;-0.1103;2.23;0;0;0;0;-0.012
02/01/05 05:10;0;0;-0.012;0;0;90;0;-0.42;2.25;0;0;0;0;-0.012
02/01/05 06:10;0;0;-0.012;0;0;90;0;-0.7297;2.26;0;0;0;0;-0.012
02/01/05 07:10;0;0;-0.012;0;0;90;0;-1.0401;2.2799;0;0;0;0;-0.012
02/01/05 08:10;0;0;-0.012;0;0;90;0;-0.21;2.34;0;0;0;0;-0.012
02/01/05 09:10;0;0;-0.012;3.9977;-55.384;69.896;7.0135;0.63;2.41;0;0;0;0;-0.012
02/01/05 10:10;211.24;62.036;60.816;12.073;-45.505;58.412;16.971;1.4602;2.4799;0;8.865;89.073;696.47;60.816
02/01/05 11:10;549.86;159.26;157.3;19.328;-33.264;47.066;22.757;4.2399;2.46;0;24.016;236.88;672.33;157.3
02/01/05 12:10;751.03;210.94;208.09;24.405;-19.392;38.064;25.689;7.0301;2.43;0;34.409;325.54;647.96;208.09
02/01/05 13:10;815.89;225.08;221.91;26.755;-4.2727;33.374;26.819;9.8203;2.4001;0;39.766;354.2;635.45;221.91
02/01/05 14:10;892.65;242.75;239.19;26.067;11.158;34.795;26.501;10.48;2.5799;0;43.351;388.15;625.4;239.19
02/01/05 15:10;781.25;214.76;211.83;22.436;25.804;41.704;24.638;11.15;2.76;0;39.707;337.92;635.54;211.83
02/01/05 16:10;616.5;171.79;169.71;16.308;38.957;51.95;20.619;11.81;2.94;0;34.092;265.13;647.96;169.71
02/01/05 17:10;402.15;111.4;109.91;8.2653;50.483;63.938;12.86;9.6103;2.85;0;23.504;165.96;671.27;109.91
02/01/05 18:10;0;0;-0.012;1.949;57.546;72.686;3.6286;7.4098;2.76;0;0;0;0;-0.012
02/01/05 19:10;0;0;-0.012;0;0;90;0;5.2199;2.6799;0;0;0;0;-0.012
02/01/05 20:10;0;0;-0.012;0;0;90;0;4.5701;2.9799;0;0;0;0;-0.012
02/01/05 21:10;0;0;-0.012;0;0;90;0;3.9301;3.2899;0;0;0;0;-0.012
02/01/05 22:10;0;0;-0.012;0;0;90;0;3.2902;3.5999;0;0;0;0;-0.012
02/01/05 23:10;0;0;-0.012;0;0;90;0;3.2902;3.7301;0;0;0;0;-0.012
03/01/05 00:10;0;0;-0.012;0;0;90;0;3.2902;3.87;0;0;0;0;-0.012
03/01/05 01:10;0;0;-0.012;0;0;90;0;3.3001;3.9999;0;0;0;0;-0.012
03/01/05 02:10;0;0;-0.012;0;0;90;0;2.8299;3.8301;0;0;0;0;-0.012
03/01/05 03:10;0;0;-0.012;0;0;90;0;2.3603;3.66;0;0;0;0;-0.012
03/01/05 04:10;0;0;-0.012;0;0;90;0;1.9;3.4899;0;0;0;0;-0.012
03/01/05 05:10;0;0;-0.012;0;0;90;0;1.4602;3.5101;0;0;0;0;-0.012
