PVSYST 7.2.4
;File;File date;Description
Projekt;Madrid_Project.PRJ;03/08/21 17h06;Systemsimulation Anonymisierungsprojekt;
Geografischer Standort;Madrid_PVGIS_SARAH_2005 nach 2016.SIT;03/08/21 17h06;Madrid;Spain;Europe;;
Wetterdaten;Cármenes_PVGIS_SARAH_2016.MET;03/08/21 17h04;Cármenes;PVGIS-SARAH;2016;
Simulationsvariante;Madrid_Project.VC0;03/08/21 17h47;Neue Simulationsvariante;
Simulation date;;03/08/21 17h51

Simulation:;Stundenwerte; von 01/01/16; bis 31/12/16 

Datum;GlobInc;EArray;E_Grid;HSol;AzSol;AngInc;AngProf;T_Amb;WindVel;TExtON;TArray;IArray;UArray;EOutInv
     ;W/m²;kW;kW;°;°;°;°;°C;m/s;°C;°C;A;V;kW

01/01/16 00:00;0;0;-0.012;0;0;90;0;-0.0001;0;0;0;0;0;-0.012
01/01/16 01:00;0;0;-0.012;0;0;90;0;6.1699;1.6;0;0;0;0;-0.012
01/01/16 02:00;0;0;-0.012;0;0;90;0;6.7202;1.62;0;0;0;0;-0.012
01/01/16 03:00;0;0;-0.012;0;0;90;0;7.2799;1.6401;0;0;0;0;-0.012
01/01/16 04:00;0;0;-0.012;0;0;90;0;7.8402;1.6601;0;0;0;0;-0.012
01/01/16 05:00;0;0;-0.012;0;0;90;0;7.8302;2.0801;0;0;0;0;-0.012
01/01/16 06:00;0;0;-0.012;0;0;90;0;7.8202;2.51;0;0;0;0;-0.012
01/01/16 07:00;0;0;-0.012;0;0;90;0;7.8202;2.94;0;0;0;0;-0.012
01/01/16 08:00;0;0;-0.012;0;0;90;0;8.31;3.27;0;0;0;0;-0.012
01/01/16 09:00;88.347;21.784;20.506;4.4979;-54.759;69.174;7.7633;8.7997;3.6101;0;11.736;33.66;647.18;20.506
01/01/16 10:00;176.55;47.362;46.135;12.896;-44.234;57.146;17.722;9.2902;3.94;0;15.547;72.36;654.54;46.135
01/01/16 11:00;78.691;20.926;19.645;19.942;-31.823;45.994;23.123;10.07;4.3301;0;12.912;32.525;643.39;19.645
01/01/16 12:00;1006.5;249.93;246.21;24.746;-17.797;37.357;25.831;10.85;4.71;0;47.821;421.15;593.45;246.21
01/01/16 13:00;1320.1;300.7;295.85;26.775;-2.6048;33.273;26.799;11.64;5.0899;0;60.789;513.2;585.86;295.85
01/01/16 14:00;595.07;156.58;154.64;25.759;12.778;35.361;26.326;11.82;5.5801;0;33.442;249.18;628.38;154.64
01/01/16 15:00;187.13;50.492;49.268;21.837;27.276;42.723;24.268;12;6.0701;0;18.745;77.89;648.25;49.268
01/01/16 16:00;76.714;20.103;18.818;15.479;40.244;53.206;19.941;12.18;6.57;0;14.941;31.533;637.52;18.818
01/01/16 17:00;0;0;-0.012;7.2685;51.599;65.314;11.603;11.88;6.7201;0;0;0;0;-0.012
01/01/16 18:00;0;0;-0.012;1.3538;58.079;73.455;2.5592;11.58;6.8801;0;0;0;0;-0.012
01/01/16 19:00;0;0;-0.012;0;0;90;0;11.29;7.03;0;0;0;0;-0.012
01/01/16 20:00;0;0;-0.012;0;0;90;0;11.31;7.08;0;0;0;0;-0.012
01/01/16 21:00;0;0;-0.012;0;0;90;0;11.33;7.12;0;0;0;0;-0.012
01/01/16 22:00;0;0;-0.012;0;0;90;0;11.36;7.1601;0;0;0;0;-0.012
01/01/16 23:00;0;0;-0.012;0;0;90;0;11.11;6.61;0;0;0;0;-0.012
02/01/16 00:00;0;0;-0.012;0;0;90;0;10.86;6.06;0;0;0;0;-0.012
02/01/16 01:00;0;0;-0.012;0;0;90;0;10.61;5.52;0;0;0;0;-0.012
02/01/16 02:00;0;0;-0.012;0;0;90;0;9.7201;4.5799;0;0;0;0;-0.012
02/01/16 03:00;0;0;-0.012;0;0;90;0;8.8297;3.64;0;0;0;0;-0.012
02/01/16 04:00;0;0;-0.012;0;0;90;0;7.95;2.6999;0;0;0;0;-0.012
02/01/16 05:00;0;0;-0.012;0;0;90;0;7.21;2.6299;0;0;0;0;-0.012
02/01/16 06:00;0;0;-0.012;0;0;90;0;6.47;2.57;0;0;0;0;-0.012
02/01/16 07:00;0;0;-0.012;0;0;90;0;5.73;2.5;0;0;0;0;-0.012
02/01/16 08:00;0;0;-0.012;0;0;90;0;5.8898;2.65;0;0;0;0;-0.012
02/01/16 09:00;145.08;36.634;35.394;4.5014;-54.905;69.234;7.7972;6.0601;2.81;0;10.855;55.456;660.6;35.394
02/01/16 10:00;239.21;64.987;63.761;12.918;-44.382;57.186;17.793;6.2198;2.97;0;14.669;98.091;662.52;63.761
02/01/16 11:00;756.95;197.54;194.99;19.987;-31.97;46.003;23.207;7.1401;3.37;0;34.525;315.18;626.75;194.99
02/01/16 12:00;410.81;111.68;110.18;24.817;-17.938;37.321;25.922;8.0598;3.78;0;22.863;171.34;651.83;110.18
02/01/16 13:00;649.7;171.75;169.67;26.872;-2.7269;33.181;26.898;8.9801;4.1901;0;32.591;272.28;630.8;169.67
02/01/16 14:00;385.39;104.55;103.12;25.878;12.684;35.228;26.438;9.4599;4.01;0;23.37;160.85;649.99;103.12
02/01/16 15:00;470.51;126.11;124.47;21.97;27.213;42.577;24.4;9.9503;3.83;0;26.922;196.24;642.64;124.47
02/01/16 16:00;228.61;61.675;60.456;15.621;40.207;53.062;20.108;10.43;3.66;0;18.601;94.537;652.39;60.456
02/01/16 17:00;250.24;65.172;63.946;7.4136;51.584;65.176;11.827;9.2602;2.99;0;17.849;99.478;655.14;63.946
02/01/16 18:00;0;0;-0.012;1.4996;58.074;73.323;2.8342;8.0797;2.32;0;0;0;0;-0.012
02/01/16 19:00;0;0;-0.012;0;0;90;0;6.9099;1.6601;0;0;0;0;-0.012
02/01/16 20:00;0;0;-0.012;0;0;90;0;5.9603;1.78;0;0;0;0;-0.012
02/01/16 21:00;0;0;-0.012;0;0;90;0;5.01;1.9;0;0;0;0;-0.012
02/01/16 22:00;0;0;-0.012;0;0;90;0;4.0698;2.0301;0;0;0;0;-0.012
02/01/16 23:00;0;0;-0.012;0;0;90;0;3.8601;2.2201;0;0;0;0;-0.012
03/01/16 00:00;0;0;-0.012;0;0;90;0;3.6499;2.3999;0;0;0;0;-0.012
03/01/16 01:00;0;0;-0.012;0;0;90;0;3.4402;2.5901;0;0;0;0;-0.012
03/01/16 02:00;0;0;-0.012;0;0;90;0;3.6798;2.7699;0;0;0;0;-0.012
03/01/16 03:00;0;0;-0.012;0;0;90;0;3.92;2.95;0;0;0;0;-0.012
03/01/16 04:00;0;0;-0.012;0;0;90;0;4.1603;3.13;0;0;0;0;-0.012
03/01/16 05:00;0;0;-0.012;0;0;90;0;4.3399;3.4701;0;0;0;0;-0.012
