PVSYST 7.2.16
;File;File date;Description
Projekt;Testprojekt_Project.PRJ;22/06/22 16h17;Le_Havre_Projekt;
Geografischer Standort;Le Havre_PVGIS_API_TMY.SIT;22/06/22 16h17;Le Havre;France;Europe;;
Wetterdaten;Le Havre_PVGIS_SARAH_2008.MET;22/06/22 16h15;Le Havre;PVGIS-SARAH;2008;
Simulationsvariante;Testprojekt_Project.VC0;22/06/22 12h08;Halle_test;
Simulation date;;22/06/22 16h34

Simulation:;Stundenwerte; von 01/01/08; bis 31/12/08 

Datum;GlobInc;EArray;E_Grid;HSol;AzSol;AngInc;AngProf;T_Amb;WindVel;TArray;IArray;UArray;EOutInv
15/04/08 17:00;567,04;4,7924;4,718;25,696;74,968;52,296;39,972;9,34;3,03;29,885;10,461;458,14;4,718
15/04/08 18:00;335,89;2,791;2,7459;16,09;86,984;65,799;36,418;8,69;2,76;20,225;5,8919;473,71;2,7459
15/04/08 19:00;86,188;0,5719;0,5426;6,3738;98,328;79,305;28,904;7,81;2,2101;10,215;1,2164;470,16;0,5426
15/04/08 20:00;0;0;0;0,8101;104,91;87,118;9,0626;6,9299;2,28;0;0;0;0
15/04/08 21:00;0;0;0;0;0;90;0;5,7401;2,2101;0;0;0;0
15/04/08 22:00;0;0;0;0;0;90;0;4,6902;2,2101;0;0;0;0
15/04/08 23:00;0;0;0;0;0;90;0;3,8599;2,3401;0;0;0;0
16/04/08 00:00;0;0;0;0;0;90;0;3,3001;2,4801;0;0;0;0
16/04/08 01:00;0;0;0;0;0;90;0;2,9001;2,4801;0;0;0;0
16/04/08 02:00;0;0;0;0;0;90;0;2,6098;2,41;0;0;0;0
16/04/08 03:00;0;0;0;0;0;90;0;2,2502;2,28;0;0;0;0
16/04/08 04:00;0;0;0;0;0;90;0;1,9399;2,14;0;0;0;0
16/04/08 05:00;0;0;0;0;0;90;0;1,5001;2,0699;0;0;0;0
16/04/08 06:00;0;0;0;2,284;-103,7;90;175,89;1,8602;2;0;0;0;0
16/04/08 07:00;53,577;0,4587;0,4296;9,4848;-95,256;90;158,62;2,2701;1,9299;4,1654;0,958;478,8;0,4296
16/04/08 08:00;148,28;1,2256;1,194;19,211;-83,803;78,287;124,4;4,85;1,7201;9,8132;2,5376;483;1,194
16/04/08 09:00;108,88;0,9344;0,904;28,712;-71,441;64,781;92,628;6,9299;1,66;10,777;1,959;476,97;0,904
16/04/08 10:00;228,36;1,97;1,9339;37,487;-57,256;51,279;73,954;8,5999;1,4501;16,693;4,1373;476,15;1,9339
16/04/08 11:00;100,01;0,8474;0,8173;44,814;-40,201;38,023;63,426;9,7798;1,86;13,328;1,8016;470,35;0,8173
16/04/08 12:00;203,96;1,7446;1,7101;49,687;-19,616;25,617;56,832;10,74;2,41;17,984;3,6959;472,03;1,7101
16/04/08 13:00;226,71;1,9353;1,8995;51,062;3,4961;16,339;52,234;11,37;2,8299;19,432;4,1121;470,65;1,8995
16/04/08 14:00;487,49;4,1163;4,0538;48,559;26,105;16,759;48,721;11,76;3,1001;29,4;8,9791;458,43;4,0538
16/04/08 15:00;721,35;5,9352;5,8338;42,837;45,64;26,415;45,804;12;3,3099;38,571;13,426;442,06;5,8338
16/04/08 16:00;682,83;5,6432;5,5487;34,986;61,735;38,919;43,163;11,93;3,5901;36,986;12,683;444,93;5,5487
16/04/08 17:00;348,77;2,9786;2,9311;25,932;75,269;52,203;40,481;11,54;3,79;24,059;6,3752;467,23;2,9311
16/04/08 18:00;165,77;1,3894;1,3572;16,317;87,274;65,712;37,154;10,96;3,7201;16,747;2,9488;471,2;1,3572
16/04/08 19:00;83,727;0,5741;0,5448;6,6036;98,606;79,213;30,37;10,16;3,52;12,602;1,2335;465,42;0,5448
16/04/08 20:00;0;0;0;0,8889;105,38;87,241;10,891;8,7498;3,66;0;0;0;0
16/04/08 21:00;0;0;0;0;0;90;0;7,5599;3,8601;0;0;0;0
16/04/08 22:00;0;0;0;0;0;90;0;6,6799;4;0;0;0;0
16/04/08 23:00;0;0;0;0;0;90;0;5,9901;4,28;0;0;0;0
17/04/08 00:00;0;0;0;0;0;90;0;5,5;4,6201;0;0;0;0
17/04/08 01:00;0;0;0;0;0;90;0;5,0901;4,9701;0;0;0;0
17/04/08 02:00;0;0;0;0;0;90;0;4,6399;4,9701;0;0;0;0
17/04/08 03:00;0;0;0;0;0;90;0;4,1498;5,03;0;0;0;0
17/04/08 04:00;0;0;0;0;0;90;0;3,6198;5,17;0;0;0;0
17/04/08 05:00;0;0;0;0;0;90;0;3,1601;5,2401;0;0;0;0
17/04/08 06:00;0;0;0;2,4327;-104,07;90;175,66;2,7702;5,38;0;0;0;0
17/04/08 07:00;42,905;0,3626;0,3337;9,7871;-95,447;90;158,13;2,8802;5,66;4,4002;0,7645;474,31;0,3337
17/04/08 08:00;216,05;1,5698;1,5366;19,513;-84,002;78,092;124,32;4,2798;6,0001;10,597;3,237;484,96;1,5366
17/04/08 09:00;442,89;3,7143;3,6571;29,022;-71,642;64,589;92,956;5,8501;6,7601;21,164;7,8245;474,71;3,6571
17/04/08 10:00;644,68;5,434;5,3445;37,811;-57,444;51,082;74,349;7,5301;7,31;30,926;11,904;456,5;5,3445
17/04/08 11:00;803,21;6,6077;6,4905;45,156;-40,34;37,808;63,795;8,7901;8,41;38,353;14,927;442,67;6,4905
17/04/08 12:00;944,9;7,5714;7,4315;50,043;-19,65;25,354;57,175;9,7698;8,83;44,935;17,684;428,16;7,4315
17/04/08 13:00;849,36;6,8877;6,7639;51,411;3,6102;15,994;52,564;10,54;8,7601;41,968;15,84;434,84;6,7639
17/04/08 14:00;744,33;6,1201;6,0144;48,879;26,344;16,469;49,053;11,03;8,69;38,407;13,832;442,45;6,0144
17/04/08 15:00;510,67;4,3211;4,256;43,119;45,937;26,248;46,159;11,27;8,7601;29,812;9,4378;457,85;4,256
17/04/08 16:00;622;5,197;5,1131;35,238;62,043;38,807;43,568;11,25;8,6201;33,98;11,538;450,44;5,1131
17/04/08 17:00;220,06;1,8876;1,8521;26,165;75,569;52,112;40,989;10,94;8,1401;18,786;4,003;471,55;1,8521
17/04/08 18:00;95,739;0,8041;0,7742;16,544;87,561;65,625;37,89;10,52;7,0999;13,905;1,7168;468,36;0,7742
17/04/08 19:00;31,573;0,2478;0,2189;6,8325;98,88;79,12;31,852;9,97;6,6201;11,069;0,5458;453,96;0,2189
17/04/08 20:00;0;0;0;1,1235;105,64;87,142;14,476;9,7902;6,41;0;0;0;0
17/04/08 21:00;0;0;0;0;0;90;0;9,3599;6,14;0;0;0;0
17/04/08 22:00;0;0;0;0;0;90;0;8,8698;6,0001;0;0;0;0
17/04/08 23:00;0;0;0;0;0;90;0;8,2702;6,0001;0;0;0;0
18/04/08 00:00;0;0;0;0;0;90;0;7,7198;6,0699;0;0;0;0
18/04/08 01:00;0;0;0;0;0;90;0;7,3298;6,2099;0;0;0;0
18/04/08 02:00;0;0;0;0;0;90;0;7,0699;6,28;0;0;0;0
18/04/08 03:00;0;0;0;0;0;90;0;6,9299;6,14;0;0;0;0
18/04/08 04:00;0;0;0;0;0;90;0;6,8502;5,79;0;0;0;0
18/04/08 05:00;0;0;0;0;0;90;0;6,79;5,4499;0;0;0;0
18/04/08 06:00;0;0;0;2,5783;-104,44;90;175,45;6,78;5,03;0;0;0;0
18/04/08 07:00;58,011;0,4884;0,4593;10,086;-95,638;90;157,65;6,9802;4,41;9,0399;1,0395;469,89;0,4593
18/04/08 08:00;155,22;1,268;1,2362;19,812;-84,202;77,899;124,25;7,8498;6,0001;13,057;2,6579;477,08;1,2362
18/04/08 09:00;170,91;1,4634;1,4308;29,328;-71,844;64,401;93,278;8,9002;5,8601;14,929;3,0776;475,49;1,4308
18/04/08 10:00;205,71;1,7606;1,7261;38,131;-57,633;50,89;74,738;10,4;6,0001;17,698;3,7246;472,7;1,7261
18/04/08 11:00;372,4;3,1716;3,1215;45,495;-40,482;37,597;64,161;11,48;6,0699;24,84;6,8043;466,12;3,1215
18/04/08 12:00;525,11;4,4146;4,3483;50,395;-19,688;25,096;57,514;12,11;6,0001;31,178;9,6973;455,24;4,3483
18/04/08 13:00;355,92;3,0176;2,9695;51,757;3,7228;15,652;52,89;12,28;5,66;25,019;6,4842;465,38;2,9695
18/04/08 14:00;346,49;2,9321;2,8851;49,196;26,581;16,182;49,383;12,97;5,79;25,379;6,3136;464,41;2,8851
18/04/08 15:00;171,93;1,4524;1,4198;43,399;46,232;26,084;46,511;13,42;5,8601;19,541;3,1139;466,41;1,4198
18/04/08 16:00;129,82;1,0909;1,0598;35,489;62,348;38,696;43,971;13,44;5,31;18,061;2,3461;464,98;1,0598
18/04/08 17:00;99,047;0,8279;0,7979;26,398;75,866;52,022;41,494;13,05;5,1001;16,577;1,7861;463,54;0,7979
18/04/08 18:00;35,651;0,2874;0,2585;16,769;87,845;65,539;38,625;12,57;5,31;13,85;0,6373;450,94;0,2585
18/04/08 19:00;21,059;0,1668;0,127;7,0604;99,152;79,028;33,349;11,7;5,52;12,466;0,3757;444,01;0,127
18/04/08 20:00;0;0;0;1,2012;106,1;87,263;17,121;10,8;4,8299;0;0;0;0
18/04/08 21:00;0;0;0;0;0;90;0;10,36;5,1001;0;0;0;0
18/04/08 22:00;0;0;0;0;0;90;0;10,02;5,17;0;0;0;0
18/04/08 23:00;0;0;0;0;0;90;0;9,6901;4,3401;0;0;0;0
19/04/08 00:00;0;0;0;0;0;90;0;9,22;3,4499;0;0;0;0
19/04/08 01:00;0;0;0;0;0;90;0;9,1398;3,03;0;0;0;0
19/04/08 02:00;0;0;0;0;0;90;0;9,08;2,9701;0;0;0;0
19/04/08 03:00;0;0;0;0;0;90;0;8,95;2,9701;0;0;0;0
19/04/08 04:00;0;0;0;0;0;90;0;8,6701;3,03;0;0;0;0
19/04/08 05:00;0;0;0;0;0;90;0;8,4201;3,03;0;0;0;0
19/04/08 06:00;0;0;0;2,8778;-104,62;90;174,94;8,3499;3,03;0;0;0;0
19/04/08 07:00;58,838;0,4919;0,4627;10,381;-95,829;90;157,2;8,8001;3,24;10,893;1,055;466,26;0,4627
19/04/08 08:00;114,69;0,9607;0,9302;20,107;-84,402;77,71;124,19;9,7001;4,2099;13,707;2,0372;471,58;0,9302
19/04/08 09:00;253,88;2,1507;2,1133;29,63;-72,047;64,217;93,593;10,47;4,4801;19,395;4,5555;472,1;2,1133
19/04/08 10:00;393,53;3,3468;3,2944;38,447;-57,823;50,702;75,122;11,23;4,28;25,345;7,1906;465,44;3,2944
19/04/08 11:00;203,91;1,7334;1,699;45,83;-40,627;37,391;64,523;12,14;4;19,389;3,6941;469,23;1,699
19/04/08 12:00;228,53;1,9378;1,902;50,744;-19,728;24,844;57,851;12,96;3,8601;21,098;4,1453;467,47;1,902
19/04/08 13:00;323;2,7225;2,6783;52,1;3,8336;15,314;53,215;14,03;3,66;25,588;5,8764;463,3;2,6783
19/04/08 14:00;237,55;1,9989;1,9627;49,51;26,818;15,901;49,711;14,87;3,52;23,349;4,3119;463,59;1,9627
19/04/08 15:00;164,88;1,3823;1,35;43,677;46,525;25,924;46,862;15,07;3,24;20,948;2,9857;462,96;1,35
19/04/08 16:00;543,02;4,5036;4,436;35,737;62,651;38,588;44,372;15,05;2,6899;34,865;10,05;448,1;4,436
19/04/08 17:00;294,24;2,4882;2,4471;26,628;76,16;51,932;41,998;14,49;1,9299;25,055;5,3718;463,2;2,4471
19/04/08 18:00;288,36;2,3668;2,3273;16,993;88,126;65,453;39,359;13,82;1,24;23,825;5,0911;464,9;2,3273
19/04/08 19:00;95,173;0,6519;0,6224;7,2871;99,421;78,935;34,858;12,68;0,76;15,475;1,4117;461,8;0,6224
19/04/08 20:00;0;0;0;1,2783;106,55;87,383;20,331;12,24;1,79;0;0;0;0
19/04/08 21:00;0;0;0;0;0;90;0;10,73;2,14;0;0;0;0
19/04/08 22:00;0;0;0;0;0;90;0;9,6702;2,4801;0;0;0;0
19/04/08 23:00;0;0;0;0;0;90;0;8,8399;2,6899;0;0;0;0
20/04/08 00:00;0;0;0;0;0;90;0;8,4002;2,8299;0;0;0;0
20/04/08 01:00;0;0;0;0;0;90;0;8,0799;2,9701;0;0;0;0
20/04/08 02:00;0;0;0;0;0;90;0;7,8;2,9701;0;0;0;0
20/04/08 03:00;0;0;0;0;0;90;0;7,6501;3,03;0;0;0;0
20/04/08 04:00;0;0;0;0;0;90;0;7,5002;3,17;0;0;0;0
20/04/08 05:00;0;0;0;0;0;90;0;7,41;3,3099;0;0;0;0
20/04/08 06:00;0;0;0;3,0167;-104,99;90;174,75;7,3;3,4499;0;0;0;0
20/04/08 07:00;23,129;0,1859;0,1497;10,672;-96,02;90;156,75;7,6302;3,4499;8,46;0,4094;454,18;0,1497
20/04/08 08:00;67,749;0,5682;0,5389;20,399;-84,602;77,524;124,14;9,0501;3,52;11,455;1,2153;467,56;0,5389
20/04/08 09:00;87,518;0,737;0,7073;29,929;-72,25;64,037;93,902;10,26;3,7201;13,368;1,5747;468,02;0,7073
20/04/08 10:00;266,09;2,2707;2,2324;38,76;-58,016;50,519;75,499;11,22;3,4499;20,685;4,8279;470,33;2,2324
20/04/08 11:00;233,32;1,9839;1,9478;46,161;-40,774;37,19;64,88;12,22;3,17;20,521;4,2311;468,89;1,9478
20/04/08 12:00;334,28;2,8201;2,7746;51,09;-19,77;24,597;58,184;13,69;2,9;25,654;6,0841;463,52;2,7746
20/04/08 13:00;824,28;6,5827;6,4661;52,44;3,9426;14,98;53,536;14,75;2,6899;45,318;15,372;428,24;6,4661
20/04/08 14:00;826,46;6,5718;6,4554;49,822;27,052;15,623;50,036;15,66;2,9;46,348;15,421;426,15;6,4554
20/04/08 15:00;562,51;4,6375;4,5668;43,953;46,817;25,768;47,21;15,93;3,03;36,498;10,42;445,07;4,5668
20/04/08 16:00;692,38;5,6157;5,5219;35,984;62,952;38,482;44,771;15,84;3,1001;41,35;12,862;436,61;5,5219
20/04/08 17:00;254,74;2,1553;2,1179;26,857;76,451;51,844;42,499;14,36;3,03;23,483;4,6416;464,34;2,1179
20/04/08 18:00;96,203;0,7959;0,766;17,215;88,404;65,367;40,091;14,22;2,28;17,635;1,7271;460,81;0,766
20/04/08 19:00;30,35;0,2377;0,2088;7,5127;99,686;78,842;36,375;13,62;2,2101;14,697;0,5332;445,85;0,2088
20/04/08 20:00;0;0;0;1,3549;106,99;87,502;24,277;12,17;1,9299;0;0;0;0
20/04/08 21:00;0;0;0;0;0;90;0;11,14;2,3401;0;0;0;0
20/04/08 22:00;0;0;0;0;0;90;0;10,99;2,4801;0;0;0;0
20/04/08 23:00;0;0;0;0;0;90;0;10,67;2,62;0;0;0;0
21/04/08 00:00;0;0;0;0;0;90;0;10,27;2,62;0;0;0;0
21/04/08 01:00;0;0;0;0;0;90;0;10,28;2,9701;0;0;0;0
21/04/08 02:00;0;0;0;0;0;90;0;10,41;3,17;0;0;0;0
21/04/08 03:00;0;0;0;0;0;90;0;10,51;2,6899;0;0;0;0
21/04/08 04:00;0;0;0;0;0;90;0;10,43;3,24;0;0;0;0
21/04/08 05:00;0;0;0;0;0;90;0;10,3;4,0699;0;0;0;0
21/04/08 06:00;0;0;0;3,1522;-105,36;90;174,56;10,25;4,6899;0;0;0;0
21/04/08 07:00;62,522;0,5202;0,4909;10,96;-96,211;90;156,32;10,45;4,9701;12,676;1,122;463,61;0,4909
21/04/08 08:00;133,26;1,1045;1,0734;20,686;-84,803;77,342;124,08;11,25;4,6899;15,876;2,3528;469,46;1,0734
21/04/08 09:00;139,48;1,1776;1,1462;30,223;-72,455;63,86;94,205;11,99;4,6201;16,934;2,5143;468,36;1,1462
21/04/08 10:00;180,49;1,526;1,4931;39,068;-58,21;50,34;75,871;13,06;5,93;19,476;3,266;467,26;1,4931
21/04/08 11:00;374,26;3,1499;3,1001;46,488;-40,923;36,995;65,233;14,26;6,28;27,721;6,8458;460,12;3,1001
21/04/08 12:00;290,05;2,4375;2,397;51,432;-19,815;24,357;58,514;14,96;6,0001;25,33;5,2712;462,42;2,397
21/04/08 13:00;302,27;2,5376;2,4958;52,777;4,0497;14,65;53,855;15,14;5,7199;25,956;5,4957;461,75;2,4958
21/04/08 14:00;303,7;2,5507;2,5087;50,13;27,286;15,35;50,359;15,13;5,52;26,002;5,5242;461,72;2,5087
21/04/08 15:00;245,75;2,068;2,0313;44,226;47,107;25,615;47,555;15,03;5,38;23,811;4,465;463,17;2,0313
21/04/08 16:00;103,2;0,857;0,8269;36,228;63,25;38,377;45,167;14,8;5,1001;18,479;1,8616;460,34;0,8269
21/04/08 17:00;76,408;0,6302;0,6007;27,084;76,74;51,756;42,997;14,2;3,8601;16,926;1,3749;458,35;0,6007
21/04/08 18:00;126,26;1,049;1,0182;17,436;88,679;65,281;40,821;13,73;3,79;18,184;2,2602;464,14;1,0182
21/04/08 19:00;69,049;0,5017;0,4725;7,7372;99,948;78,749;37,898;13,12;3,8601;15,3;1,096;457,73;0,4725
21/04/08 20:00;0;0;0;1,586;107,25;87,4;29,969;12,39;3,17;0;0;0;0
21/04/08 21:00;0;0;0;0;0;90;0;11,77;3,17;0;0;0;0
21/04/08 22:00;0;0;0;0;0;90;0;11,34;3,1001;0;0;0;0
21/04/08 23:00;0;0;0;0;0;90;0;11,07;2,9701;0;0;0;0
22/04/08 00:00;0;0;0;0;0;90;0;10,82;2,5499;0;0;0;0
22/04/08 01:00;0;0;0;0;0;90;0;10,44;2,28;0;0;0;0
22/04/08 02:00;0;0;0;0;0;90;0;9,9401;2,0699;0;0;0;0
22/04/08 03:00;0;0;0;0;0;90;0;9,1199;2,14;0;0;0;0
22/04/08 04:00;0;0;0;0;0;90;0;8,4898;1,86;0;0;0;0
22/04/08 05:00;0;0;0;0;0;90;0;7,6999;1,4501;0;0;0;0
22/04/08 06:00;0;0;0;3,2843;-105,72;90;174,39;6,8901;1,1;0;0;0;0
22/04/08 07:00;34,77;0,2857;0,2568;11,244;-96,402;90;155,91;7,5599;0,8301;8,8016;0,6197;461,12;0,2568
22/04/08 08:00;130,37;1,0903;1,0592;20,969;-85,003;77,163;124,04;9,6702;1,9299;14,202;2,3072;472,56;1,0592
22/04/08 09:00;205,61;1,7479;1,7134;30,513;-72,66;63,688;94,502;10,8;2,62;18,06;3,7039;471,91;1,7134
22/04/08 10:00;323,95;2,7541;2,7094;39,372;-58,405;50,165;76,237;12,12;2,8299;23,7;5,8975;466,99;2,7094
22/04/08 11:00;443,17;3,7237;3,6663;46,812;-41,075;36,804;65,582;13,42;2,62;29,407;8,1331;457,84;3,6663
22/04/08 12:00;668,23;5,4674;5,3771;51,77;-19,864;24,122;58,84;14,51;2,3401;39,05;12,401;440,89;5,3771
22/04/08 13:00;413,84;3,461;3,4071;53,111;4,1546;14,325;54,17;15,35;2,5499;30,3;7,5972;455,56;3,4071
22/04/08 14:00;429,75;3,5879;3,5324;50,436;27,517;15,082;50,679;15,55;3,17;31,099;7,8995;454,2;3,5324
22/04/08 15:00;296,59;2,4937;2,4525;44,496;47,394;25,466;47,898;15,13;3,93;25,754;5,3988;461,91;2,4525
22/04/08 16:00;350,41;2,9562;2,9089;36,47;63,546;38,275;45,561;14,58;4;27,202;6,4168;460,69;2,9089
22/04/08 17:00;411,44;3,4659;3,4119;27,31;77,025;51,669;43,493;13,85;3,5901;28,701;7,5541;458,81;3,4119
22/04/08 18:00;239,94;1,9893;1,9531;17,656;88,951;65,195;41,547;13,15;2,9;21,513;4,2595;467,03;1,9531
22/04/08 19:00;61,742;0,4607;0,4315;7,9604;100,21;78,656;39,424;12,35;2,14;14,351;1,0054;458,17;0,4315
22/04/08 20:00;0;0;0;1,6611;107,69;87,517;35,695;11,1;1,52;0;0;0;0
22/04/08 21:00;0;0;0;0;0;90;0;10,1;1,03;0;0;0;0
22/04/08 22:00;0;0;0;0;0;90;0;10,06;0,14;0;0;0;0
22/04/08 23:00;0;0;0;0;0;90;0;8,8599;0,9;0;0;0;0
23/04/08 00:00;0;0;0;0;0;90;0;7,2198;1,52;0;0;0;0
23/04/08 01:00;0;0;0;0;0;90;0;6,8901;1,7201;0;0;0;0
23/04/08 02:00;0;0;0;0;0;90;0;7,1999;1,9299;0;0;0;0
23/04/08 03:00;0;0;0;0;0;90;0;8,2602;2,2101;0;0;0;0
23/04/08 04:00;0;0;0;0;0;90;0;8,96;2,4801;0;0;0;0
23/04/08 05:00;0;0;0;0;0;90;0;9,1398;2,6899;0;0;0;0
23/04/08 06:00;0;0;0;3,4128;-106,09;90;174,22;8,9102;2,6899;0;0;0;0
23/04/08 07:00;59,17;0,4935;0,4643;11,523;-96,592;90;155,51;9,22;2,9;11,324;1,0603;465,45;0,4643
23/04/08 08:00;94,635;0,7948;0,765;21,248;-85,204;76,988;124;10,08;4,2099;13,42;1,6943;469,14;0,765
23/04/08 09:00;114,43;0,969;0,9385;30,798;-72,866;63,519;94,794;10,48;4,3401;14,536;2,0614;470,07;0,9385
23/04/08 10:00;143,32;1,2178;1,1862;39,672;-58,602;49,995;76,598;11,08;5,1001;16,166;2,5889;470,38;1,1862
23/04/08 11:00;142,88;1,2115;1,18;47,131;-41,23;36,619;65,926;11,64;5,5899;16,715;2,582;469,22;1,18
23/04/08 12:00;920,11;7,3099;7,1761;52,105;-19,915;23,894;59,163;12,54;5,52;46,818;17,215;424,62;7,1761
23/04/08 13:00;1060,1;8,1537;8;53,441;4,2572;14,004;54,483;13,39;5,66;53,199;19,687;414,17;8
23/04/08 14:00;1016,8;7,8852;7,7378;50,739;27,747;14,818;50,996;13,79;5,66;51,896;19,039;414,15;7,7378
23/04/08 15:00;942,12;7,4142;7,278;44,764;47,679;25,32;48,239;13,88;5,17;49,098;17,653;420;7,278
23/04/08 16:00;763,51;6,1828;6,0756;36,71;63,839;38,174;45,952;13,9;4,6899;42,104;14,207;435,21;6,0756
23/04/08 17:00;565,95;4,6968;4,6247;27,534;77,308;51,583;43,985;13,72;4,14;34,316;10,452;449,38;4,6247
23/04/08 18:00;347,71;2,8476;2,8017;17,874;89,219;65,11;42,269;13,2;3,4499;25,254;6,1313;464,44;2,8017
23/04/08 19:00;116,57;0,8022;0,7723;8,1824;100,46;78,562;40,949;12,49;2,4801;15,901;1,7275;464,36;0,7723
23/04/08 20:00;0;0;0;1,7355;108,12;87,633;42,746;11,55;2,2101;0;0;0;0
23/04/08 21:00;0;0;0;0;0;90;0;10,24;1,86;0;0;0;0
23/04/08 22:00;0;0;0;0;0;90;0;9,1702;1,1699;0;0;0;0
23/04/08 23:00;0;0;0;0;0;90;0;9,7698;0,8301;0;0;0;0
24/04/08 00:00;0;0;0;0;0;90;0;6,26;1,9299;0;0;0;0
24/04/08 01:00;0;0;0;0;0;90;0;5,76;2,2101;0;0;0;0
24/04/08 02:00;0;0;0;0;0;90;0;5,9199;2,3401;0;0;0;0
24/04/08 03:00;0;0;0;0;0;90;0;6,6799;2,5499;0;0;0;0
24/04/08 04:00;0;0;0;0;0;90;0;7,15;2,9701;0;0;0;0
24/04/08 05:00;0;0;0;0;0;90;0;7,3602;3,3099;0;0;0;0
24/04/08 06:00;0;0;0;3,5376;-106,46;90;174,06;7,3298;3,38;0;0;0;0
24/04/08 07:00;45,305;0,3758;0,3468;11,798;-96,782;90;155,13;7,7602;3,38;9,3709;0,8086;464,73;0,3468
24/04/08 08:00;240,4;1,76;1,7254;21,523;-85,405;76,817;123,96;8,8001;4;16,038;3,6982;475,91;1,7254
24/04/08 09:00;468,03;3,8692;3,81;31,08;-73,072;63,355;95,081;10,2;4,6899;26,567;8,3423;463,81;3,81
24/04/08 10:00;506,61;4,2585;4,1942;39,967;-58,801;49,829;76,953;11,77;5,03;30,071;9,313;457,26;4,1942
24/04/08 11:00;628,32;5,1883;5,1046;47,446;-41,387;36,439;66,266;13,29;6,14;36,247;11,631;446,06;5,1046
24/04/08 12:00;203,55;1,7165;1,6823;52,436;-19,969;23,671;59,483;14,13;6,0001;21,381;3,6894;465,26;1,6823
24/04/08 13:00;448,63;3,7583;3,7005;53,768;4,3575;13,689;54,793;14,26;5,66;30,48;8,2466;455,74;3,7005
24/04/08 14:00;117,52;0,9816;0,951;51,039;27,975;14,559;51,311;14,25;4,9701;18,436;2,1219;462,6;0,951
24/04/08 15:00;354,77;3,0031;2,9552;45,029;47,962;25,177;48,576;13,71;5,03;26,481;6,4959;462,31;2,9552
24/04/08 16:00;478,47;4,0283;3,967;36,948;64,128;38,075;46,339;12,98;4,9701;30,33;8,8251;456,46;3,967
24/04/08 17:00;568,51;4,7341;4,6611;27,756;77,587;51,498;44,473;12,87;4,28;33,547;10,499;450,91;4,6611
24/04/08 18:00;299,48;2,4704;2,4295;18,091;89,484;65,025;42,988;13,06;4,41;23,47;5,3001;466,11;2,4295
24/04/08 19:00;79,302;0,5811;0,5517;8,403;100,71;78,468;42,469;12,63;4,0699;15,132;1,2617;460,56;0,5517
24/04/08 20:00;0;0;0;1,8093;108,55;87,748;51,34;11,56;4,4801;0;0;0;0
24/04/08 21:00;0;0;0;0;0;90;0;10,51;4,41;0;0;0;0
24/04/08 22:00;0;0;0;0;0;90;0;9,6602;4,14;0;0;0;0
24/04/08 23:00;0;0;0;0;0;90;0;8,9899;3,8601;0;0;0;0
25/04/08 00:00;0;0;0;0;0;90;0;8,4599;3,5901;0;0;0;0
25/04/08 01:00;0;0;0;0;0;90;0;7,9698;3,4499;0;0;0;0
25/04/08 02:00;0;0;0;0;0;90;0;7,6202;3,3099;0;0;0;0
25/04/08 03:00;0;0;0;0;0;90;0;7,3602;3,24;0;0;0;0
25/04/08 04:00;0;0;0;0;0;90;0;7,3702;2,9701;0;0;0;0
25/04/08 05:00;0;0;0;0;0;90;0;7,29;2,8299;0;0;0;0
25/04/08 06:00;0;0;0;3,6587;-106,82;90;173,91;7,0699;2,6899;0;0;0;0
25/04/08 07:00;69,194;0,5848;0,5554;12,07;-96,972;89,882;154,76;7,5301;2,2101;9,984;1,2416;471;0,5554
25/04/08 08:00;155,95;1,2865;1,2546;21,794;-85,606;76,649;123,93;9,5402;3,24;14,867;2,7156;473,74;1,2546
25/04/08 09:00;282,61;2,3909;2,351;31,356;-73,279;63,194;95,362;10,81;3,4499;20,763;5,0781;470,83;2,351
25/04/08 10:00;391,37;3,3187;3,2667;40,258;-59,001;49,668;77,302;11,77;2,9701;25,801;7,1456;464,45;3,2667
25/04/08 11:00;559,7;4,6644;4,5931;47,756;-41,546;36,264;66,602;12,88;2,5499;33,222;10,331;451,48;4,5931
25/04/08 12:00;969,91;7,5821;7,4419;52,762;-20,026;23,455;59,799;14,04;2,2101;50,321;18,162;417,46;7,4419
25/04/08 13:00;1019,1;7,8572;7,7105;54,092;4,4553;13,378;55,1;14,88;2;53,111;19,08;411,8;7,7105
25/04/08 14:00;986,99;7,6342;7,4928;51,335;28,2;14,305;51,622;15,56;1,5901;52,562;18,484;413,03;7,4928
25/04/08 15:00;920,5;7,2032;7,0719;45,292;48,242;25,038;48,911;15,84;1,24;50,259;17,239;417,85;7,0719
25/04/08 16:00;755,74;6,0657;5,9612;37,184;64,415;37,977;46,724;16,11;1,1;44,07;14,067;431,2;5,9612
25/04/08 17:00;516,6;4,2651;4,2006;27,976;77,862;51,413;44,958;16,23;0,8301;35,025;9,531;447,49;4,2006
25/04/08 18:00;332,2;2,6972;2,6533;18,306;89,745;64,939;43,701;16,05;1,03;27,62;5,8758;459,04;2,6533
25/04/08 19:00;127,61;0,8677;0,8376;8,6222;100,96;78,374;43,982;15,21;1,79;18,942;1,8878;459,63;0,8376
25/04/08 20:00;0;0;0;2,0358;108,79;87,644;59,289;13,63;2,4801;0;0;0;0
25/04/08 21:00;0;0;0;0;0;90;0;12,18;2,62;0;0;0;0
25/04/08 22:00;0;0;0;0;0;90;0;11,25;2,76;0;0;0;0
